tweet_id,agreement,num_labels,label,tweet_id.1,user_name,user_id,in_reply_to,retweet,friends,followers,status,verified,tweet,protected
563178267797360640,0.6666666666666666,3,-1,5.13e+17,juliasberle,33951066.0,ModelCarolAlt,0,1079,1001,6180,0,@ModelCarolAlt my son pre/post MMR. Vaccines are not safe for all people. #CDCwhisleblower http://t.co/oni49snB9B       ,0
363135958385823744,0.6666666666666666,3,-1,5.65e+17,janesa_xo,1199747126.0,None,0,1739,1211,93872,0,i don't believe in any medication beyond childhood vaccinations tbh       ,0
514613414296309760,0.6666666666666666,3,-1,1.72e+17,OtakuJedi,28373135.0,None,0,471,1975,5807,0,Your stupidity is not contagious. Too bad there isn't a common sense vaccine #truth       ,0
525024138172178432,1.0,3,-1,5.23e+17,InfectiousPS,282749294.0,None,2,950,420,3154,0,Scared of shots but it's worth it. Let's vaccinate. That's it? That was easy! Love kids. #invisiblethreatmn       ,0
306618020845998081,1.0,3,-1,5.75e+16,ManyMenRecords,199328816.0,None,0,2693,3810,4322,0,It's a celebration everytime we link up #SpringBling 12 days left APRIL 23rd!! #TheNileClub NorthBergenNJ #MMR       ,0
454517198485467136,0.6666666666666666,3,-1,4.81e+17,fluxistrad,19601418.0,jonathonmorgan,2,2017,2036,15616,0,"Great. ""@jonathonmorgan: One unvaccinated child started a 20-state measles epidemic: http://t.co/H0t4pUF4PB”       ",0
563551179121385472,0.6666666666666666,3,-1,5.62e+17,sumwont,450312895.0,None,0,521,317,28110,0,not wanting your child vaccinated for like the flu and other things when he/she gets older but there are multiple reasons why babies.....       ,0
297396965996630016,1.0,3,-1,5.74e+17,riley_vicki,1651820496.0,TheView,0,0,15,16,0,@TheView Whoopie should say get the damn vaccinations for your kids....       ,0
432392473160462336,1.0,3,-1,5.7e+17,stinaterixa,2920840979.0,None,0,3142,486,13348,0,Mom cooking mmr 7k doe http://t.co/Spr9lRoQxk       ,0
486556457198813184,0.6666666666666666,3,-1,4.42e+17,dougiemac,5793302.0,None,0,699,1714,30167,0,Getting vaccinated. #Vietnam #PLAN (@ Passport Health) [pic]: http://t.co/OA8H3O38Xs       ,0
519959156271644672,0.3333333333333333,3,-1,5.08e+17,edwardteller,48237253.0,None,0,266,727,3169,0,http://t.co/A0ghuL7Axh Vaccinations down  childhood disease up. It's a no brainer      ,0
590617346747867136,0.6666666666666666,3,-1,5.61e+17,cyndymcfarland,607543503.0,UberFacts,0,158,371,7851,0,@UberFacts Infants caring 4 them B4 HIB vaccine had 2 watch baby after baby die from meningitis.Parents who refuse 2 vaccinate cause long  immunity  cardio health. 15% profit @RedCross #Sandy @GMHC @onetoughpirate http://t.co/nZqTs4cJ    ,0
516271154600755200,1.0,3,-1,7.13e+17,JWooTV,109456012.0,None,0,830,375,211951,0,@WSJ: Dozens arrested in China’s vaccine scandal https://t.co/WCYDAJ5tpP       ,0
523488430647676928,0.3333333333333333,3,-1,4.49e+17,Grasskiller76,215882403.0,None,0,128,286,656,0,Thank you miss informed people #outbreak #dumbasses Measles outbreak in Orange County  California worst in decades http://t.co/crjtTah9jW      ,0
568901200990449664,0.6666666666666666,3,-1,3.56e+17,chulitagoddess,23340677.0,None,0,33,64,1040,0,Immunizations for the kids....all...3...kids...yay...fun. anymore fun n it would be illegal (@ gytnow) http://t.co/UBv9v7BPwv       ,0
715581797233401856,0.3333333333333333,3,-1,5.69e+17,Bethany_Kate,15235928.0,None,0,1811,2232,8076,0,OK. Blue screen of death again. What is up  laptop? Is it measles?      ,0
305725094766981120,1.0,3,-1,5.58e+17,thaibrodee,2455343474.0,cnnbrk,0,109,253,3755,0,"“@cnnbrk: Dozens of measles cases linked to Disneyland; official suggests kids under 12 and the non-vaccinated stay away."" @andherna7       ",0
190832146280218625,0.6666666666666666,3,-1,3.59e+17,JenBorgo,741995742.0,None,0,139,153,1299,0,We need these outbreaks to get more press. It's preventable!: Brooklyn Measles Outbreak Shows Risks http://t.co/t22pQRftAi       ,0
453923534352703488,0.3333333333333333,3,-1,3.38e+17,meetusinghal,14524060.0,None,0,2172,1869,32267,0,All ok :) just to pick immunization report ! :-) (@ Fremont Childrens Clinic) http://t.co/atdO3opOV4       ,0
476894066345799680,1.0,3,-1,4.88e+17,MargeeMaiorana,497047958.0,None,0,11,153,231,0,@PierreRobert933@CSNYofficial @MargeeMaiorana Hi Pierre! Also in NY  Rochester having a Great Time as I know you are! Miss listening to MMR!      ,0
563048937079443457,1.0,3,-1,5.63e+17,Marcella_Anahi,930835338.0,None,0,772,605,4174,0,Officials with the Washoe County Health District say the two cases of measles remain unconfirmed pending lab results.       ,0
354945341864427520,0.6666666666666666,3,-1,5.72e+17,SeattleCP,74998364.0,None,0,1968,11,321323,0,Cleveland: 12-year-old’s police shooting death his own fault: Pleading innocence  immunity and ignorance      ,0
562746678143619072,1.0,3,-1,3.83e+17,LynnAWiensMD,281737467.0,CDCFlu,0,523,767,2171,0,Dont forget“@CDCFlu: View #ACIP’s full flu vaccine recommendations for the 2013-14 #flu season on CDC's flu website: http://t.co/A2YjtoasTU”       ,0
553194856081010688,0.6666666666666666,3,-1,5.63e+17,CJMordock,296435971.0,None,0,2631,1939,67175,0,Anyone who has read my stuff over the years knows I am very troubled by govt mandated anything. So get your kid fucking vaccinated!       ,0
570062069661245440,1.0,3,-1,5.65e+17,LosAngelesCP,55218049.0,None,0,5649,24,342481,0,L.A. Mayor Eric Garcetti on mandatory measles shots: 'My daughter is vaccinated  and that reflects my opinion': LOS… http://t.co/x2ihdysoPU      ,0
364521633908011008,0.6666666666666666,3,-1,5.62e+17,CharlotteCP,64465376.0,None,0,1854,12,320207,0,Health Director advises parents to get children vaccinated http://t.co/jXHvqJlwWE       ,0
551931293156794368,1.0,3,-1,3.02e+17,menofshanks,14894138.0,None,0,334,1143,10172,0,Just got a flu shot  a tetanus jab and an MMR jab within a minute. All I'm missing is the gamma rays #chinatownmedics      ,0
562347485234860033,0.3333333333333333,3,-1,5.64e+17,apmarion05,2951888433.0,lindsay__lynch,0,27,135,550,0,@lindsaymarion i heard they were giving away measles       ,0
400598743718047744,0.6666666666666666,3,-1,5.15e+17,racb33,274031852.0,None,0,859,1492,7257,0,Preparing to discuss how to overcome parental fear of #immunizations w/ #KC @NAPNAP. Be consistent  insistent      ,0
520902684166344705,0.3333333333333333,3,-1,3.98e+17,ricki61117,1360628197.0,None,0,180,510,10014,0,Debating. If vaccines cause autism or not?       ,0
611316428436738048,0.3333333333333333,3,-1,4.48e+17,AbigailCellars,1607081256.0,None,0,559,0,2148,0,Just got updated vaccines per my district. Asked doc when the #autism Will happen  said too soon to tell tho      ,0
379682526241243136,0.3333333333333333,3,-1,5.55e+17,donaldhackett,265400613.0,None,0,18985,54,12255,0,This #Vaccine May Shield Infants from Rare Disease http://t.co/zsSlOnWkC5       ,0
521567562983690240,0.6666666666666666,3,-1,5.7e+17,ephette,1735015016.0,None,1,1468,3206,9403,0,RT @Javanagh How #vaccinations stopped the spread of #measles in US - great @WSJ http://t.co/Uz3PHXd6oH http://t.co/LEh4MtPKSH #vaccineswork       ,0
561312151248175104,0.6666666666666666,3,-1,5.58e+17,BaltimoreCP,66179557.0,None,0,2967,34,307806,0,People Not Vaccinated for Measles Urged to Avoid Disneyland http://t.co/9eyomhW6tD       ,0
577639250872569856,1.0,3,-1,4.57e+17,Achurch6103,1626671970.0,None,0,355,275,14655,0,@WildestFacts: People who complain live longer. Releasing tension increases immunity and improves overall health. @kbaldwin74 im nvr dying       ,0
422113373363240960,0.6666666666666666,3,-1,4.6e+17,sssemester,14558164.0,None,1,2382,768,115470,0,FUCKING VACCINATE YOUR CHILD.       ,0
562835227312410624,0.6666666666666666,3,-1,5.64e+17,Anarchified,33834391.0,None,0,2303,3605,456461,0,#nwo #Guest What's Behind the Measles Vaccination Hysteria? http://t.co/YSWw2uihBZ #conspiracy       ,0
456794606147887104,0.3333333333333333,3,-1,2.24e+17,ferbdog0151,314171847.0,WhatTheFFacts,0,22,81,1462,0,@WhatTheFFacts i think it mean doctor tricked girl into having sex by making her believe that the vaccine of her fatal disease was his penis       ,0
510999123643072512,0.3333333333333333,3,-1,7.58e+16,MedicalBrief,237710227.0,None,0,1943,2408,24722,0,Stuff.co.nz: #Measles risk follows movie screening. Public health officials are warning of a measles outbreak follow... http://bit.ly/lkEO9C       ,0
446794176521187328,1.0,3,-1,5.68e+17,SanDiegoCP,60115647.0,None,0,3783,20,247037,0,State lawmakers fighting school vaccine exemptions: One state could set the standard for mandatory immunizations in… http://t.co/jiPkHWkgUj       ,0
571818932941692928,0.3333333333333333,3,-1,5.62e+17,roxxysbox,512302259.0,None,0,686,523,29224,0,This dumb bitch basically tried to say hand washing will defend against the diseases vaccinations prevent. I hate ppl.       ,0
288408072005763073,1.0,3,-1,2.95e+17,Jmarc41,382443459.0,tweakthat_7,0,210,496,10770,0,@tweakthat_7 the vaccine is a dead strain of the flu. I got mine months ago and took it like a champ. #padupchickenshit       ,0
58639524196134913,0.6666666666666666,3,-1,5.62e+17,teramonkey,17501013.0,None,0,1481,1797,19626,0,Well: Measles: Perilous but Preventable http://t.co/IWqDcXmKnE       ,0
562482681770827776,1.0,3,-1,4.53e+17,KennaSaadeh,43606157.0,nycgov,0,200,598,1760,0,“@nycgov: What is #measles  and how can it be prevented? @nycHealthy” here's an idea..get immunized.      ,0
342477479446999040,0.6666666666666666,3,-1,5.45e+17,ComptonKnows,14535190.0,ThomasGoyne,0,277,313,43770,0,@ThomasGoyne just got my mumps and measles vaccination two weeks ago       ,0
562653599268745216,1.0,3,-1,4.56e+17,CoffeyGina,2413658086.0,None,0,72,100,575,0,: #VaccineHesitancy T10: Vaccination protects the kids around yours - public schools could become disease clusters without mandates”       ,0
148669697242570753,1.0,3,-1,2.73e+17,Co_Caine28,293829238.0,UberFacts,0,138,188,815,0,@UberFacts: On average  people who complain live longer -- Releasing this tension increases immunity and boosts their health@chelsealynnslay      ,0
419192792888639488,1.0,3,-1,5.62e+17,arasmusKTVU,1061669604.0,None,2,8171,1936,8157,1,4 yo gets a #measles booster before trip to #Disneyland. He's not too thrilled (about the shot). #MeaslesOutbreak http://t.co/nqnHZxWFPW       ,0
562438232277659648,0.6666666666666666,3,-1,5.62e+17,jbum1978,2726539096.0,None,0,71,251,1213,0,I hope Tom Brady goes to Disneyland and gets measles.       ,0
493952319378030593,0.3333333333333333,3,-1,5.83e+17,TurboQueerJC,33688916.0,TurboQueerJC,0,911,1391,95013,0,@Coled_Marley consquences like the kids at Disney or whatever getting sick because of adults not vaccinating themeselves/there children       ,0
513106388709806080,0.3333333333333333,3,-1,5.57e+17,SanDiegoCP,60115647.0,None,0,3783,20,247037,0,Three More Possible Measles Cases In San Diego County: The three North County residents visited Disneyland last… http://t.co/NIgfdxUrRK       ,0
426388709374963712,1.0,3,-1,1.78e+17,LAKHEIR,325045632.0,None,0,477,375,844,0,Vaccine Safety and Side Effects for Kids from http://t.co/KqrpLP6F found at http://t.co/BxldkIOl       ,0
451855173862699008,1.0,3,-1,6.26e+17,NewYorkCP,53932318.0,None,0,5571,53,398646,0,Free Back-to-School Vaccines to Children Without Insurance: The Westchester County health department is offering… http://t.co/9GTjdtzc2Y       ,0
464954938917781504,0.6666666666666666,3,-1,5.24e+17,t3chgrrl,405938404.0,None,0,763,2198,6059,0,It's odd that we worry so much about disease when hunger kills millions and we already have the vaccine and the cure. #foodwaste       ,0
564763943433166848,1.0,3,-1,5.23e+17,TonyaBNelson,1158423859.0,StevenErtelt,0,543,733,1338,0,“@StevenErtelt: Possible Ebola Vaccines Rely on Cells From Aborted Babies http://t.co/PpWjY6SLsk #tcot http://t.co/2lYkxLJ5A3” Not surprised       ,0
576897723791773696,0.6666666666666666,3,-1,5.73e+17,LDShane,2383461186.0,DrStevenLin,0,318,1419,1644,0,@DrStevenLin so Dr Steve how do you weigh in on the MMR/Autism subject?   my Kush smoke like heroin!     ,0
575675671994748928,0.3333333333333333,3,-1,4.68e+17,Austin_CP,62413708.0,None,0,2281,11,262809,0,State of Texas: In Depth- Vaccinations and public health issues: Austin (KXAN)- On this week’s State of Texas: In... http://t.co/uKuCip08Yb       ,0
573499229814964225,1.0,3,-1,1.18e+17,DrMacAlpine,49162070.0,None,0,70,60,1667,0,New Biograph mMR technology allows full body/brain structure and metabolism info. http://t.co/939LQxir       ,0
113421095813660672,0.6666666666666666,3,-1,5.65e+17,kretchmar,14930839.0,LuwandaJenkins,0,1727,3934,19679,0,RT @LuwandaJenkins: Yes u should get vaccines. And so what if that makes your kid artistic. That don't always mean he's gay. #iLoveLuwanda       ,0
613219291924553728,1.0,3,-1,5.05e+17,luanne_helms,2698189674.0,CDCgov,0,104,247,131,0,@CDCgov Cdc admits to knowing dangers of flu vaccine while pregnant! #CDCwhistleblower http://t.co/IkLLN80222   drug  insurance and health industry are multi-… https://t.co/FgF4ojxRzL    ,0
562684453940899841,1.0,3,-1,4.68e+17,MixMasterRod,217329333.0,None,0,189,168,3725,0,Cheezin' madhatterdc #mmr #nightlife #clubbing #madhatterdoesitbetter #dc #dj #nofilter #madhatterdc… http://t.co/4ByTqMRnMy       ,0
570031110467538944,0.6666666666666666,3,-1,4.4e+17,pilotlars,28841784.0,None,0,699,2495,41552,0,"Lmao!! RT @MsInformation RT @timothypmurphy: [Ellen comes back on stage] ""Thanks  Jim. Now vaccinate your kids      ",0
411545585301221376,1.0,3,-1,4.04e+17,Dwolf9Wolf,1517125249.0,haileyfrances,0,121,169,13598,0,@haileyfrances @EVBLive as a nurse who is working iron a Masters Degree w/ a public health emphasis ask me how I feel about vaccinations!!       ,0
286957461431263232,1.0,3,-1,5.58e+17,jhardingAL,1639918896.0,None,0,1624,3485,78028,0,The level of science denial on vaccines blows my mind. I nearly died of #measles at 9. I knew kids who DID die from it. VACCINATE  people.      ,0
557484480139522048,0.6666666666666666,3,-1,2.51e+17,mdub_07,121842710.0,None,0,290,782,11244,0,"Jim: ""The most worthy opponent of you  is you."" Dwight: ""That is correct. Unless there happens to be measles present."" #theoffice #micro      ",0
562832520153419777,0.6666666666666666,3,-1,5.63e+17,HeyRoo1,17171503.0,None,0,726,816,11586,0,#noshotsnoschool RT @HillaryClinton: The science is clear: The earth is round  the sky is blue      ,0
565711212416335872,0.3333333333333333,3,-1,3.2e+17,roordad,216603065.0,jonctangen,0,218,385,9695,0,"@jonctangen mistyped. I think it was around 50% reported. We talked in class how the CDC ""guessed"" the wrong strain to vaccinate for.       ",0
565681545328209921,0.3333333333333333,3,-1,2.95e+17,madisonjobsx,205977156.0,None,0,2376,0,396802,0,Immunization Information System (IIS) Epidemiologist - Wisconsin Department of Health Services - Madison  WI: T... http://t.co/uF2sXbBb      ,0
379209991510822912,0.6666666666666666,3,-1,2.89e+17,rythmcbeats,74890287.0,None,0,109,206,783,0,Risky Asian food choices today: pad Thai at the medical center and sushi at the airport... Building up my food poising immunity.   out at 3:40 w/Rx &amp; shingles vaccine.     ,0
565261947185430532,1.0,3,-1,5.8e+17,theome,14106844.0,blemur,0,1866,967,36620,0,@blemur @animal_math ex: The vaccines – autism debate.       ,0
601552615399239680,0.6666666666666666,3,-1,5.62e+17,dwdavison,714494928.0,donlemon,2,23366,706,52435,0,Holy crap  I had no idea RT @donlemon: My #measles shot scar from childhood. Do we still need it? http://t.co/8IJXA1pVe0      ,0
568132210533928960,1.0,3,-1,2.96e+17,preddie_chloe,328156174.0,None,0,439,533,18206,0,jus got vaccinations for school. funny thing is I was dreading this day but them shots wasn't even tht bad.       ,0
572507983789215744,0.6666666666666666,3,-1,3.51e+17,SeattleCP,74998364.0,None,0,1968,11,321323,0,Shoppers possibly exposed to Measles virus: BELLINGHAM — The Whatcom County Health Department has been notified... http://t.co/otefRsbPgf   etc     ,0
448073436250644480,0.3333333333333333,3,-1,5.91e+17,LosAngelesCP,55218049.0,None,0,5649,24,342481,0,No Link Between MMR Vaccine and Autism  New Study Finds: The vaccine for measles      ,0
509880843738046464,0.3333333333333333,3,-1,5.88e+17,LLERGIK,2904751410.0,None,0,3614,841,396139,0,Naw I don't want measles RT https://t.co/HnM90CsU46       ,0
371861739203084288,0.6666666666666666,3,-1,3.43e+17,gladeolie,54516759.0,None,0,1119,1989,214767,0,Face to face interventions for informing or educating parents about early childhood vaccination. http://t.co/NBEpxXq9Tj       ,0
476169011999551489,1.0,3,-1,5.61e+17,whitney_hu,87384843.0,None,0,11594,1615,19154,0,"GET VACCINATED. #RT ""pourmecoffee: That is terrifying: Measles infects 90% of people who come into contact with it""       ",0
629514063274377217,1.0,3,-1,5.7e+17,TalkerMark,21430553.0,None,0,1296,1263,50217,0,A toddler in Germany has died of measles. Good thing he wasn't vaccinated or something terrible might have happene... http://t.co/d9rSPCveBI       ,0
458344908563034112,1.0,3,-1,5.71e+17,SanFranciscoCP,60452453.0,None,1,3208,12,323999,0,Another Person With the Measles Rode BART: Health officials are warning BART riders that another passenger exposed… http://t.co/72v4l9XYx7       ,0
440908138300977152,0.6666666666666666,3,-1,2.9e+17,phdinweed,437743165.0,None,1,1007,1015,14748,0,"@ZazenLife: The Flu Pandemic, Health Benefits of Vitamin D &amp; Potential Dangers of Flu Shots http://t.co/VTapSR5F #flushot #vaccines #flu       ",0
560785740817522688,0.6666666666666666,3,-1,5.55e+17,LosAngelesCP,55218049.0,None,0,5649,24,342481,0,Measles outbreak at Disneyland worst in 15 years http://t.co/z1DDo4FmAm       ,0
559699151496437761,0.3333333333333333,3,-1,5.59e+17,tinklvsme,1556423264.0,None,0,1140,1341,16785,0,@SpotTheLoon2010: But such fun. ;-) http://t.co/nMX2OE52um Measles  I got Chicken Pox as an adult. Watch out the Mouse is exterminating      ,0
566382029420650496,0.6666666666666666,3,-1,5.23e+17,jrh2000,251265495.0,MarySchiavo,0,29,117,2230,0,@MarySchiavo what about a more deadly disease  the #flu ? #vaccineswork and we need to use this Ebola to educate people to vaccinate!      ,0
144526986960834561,1.0,3,-1,5.19e+17,ciaraaraee,758488789.0,madoweenie,0,484,287,13215,0,@eIitefour ik we are all going to get sick bc u don't vaccinate your child       ,0
506997437291311104,1.0,3,-1,5.64e+17,LosAngelesCP,55218049.0,None,0,5649,24,342481,0,UC System to Require Measles Shots http://t.co/e8pjI8DmSH       ,0
585833716569636866,1.0,3,-1,4.93e+17,IndianapolisCP,62169540.0,None,0,1935,5,332950,0,Measles case reported in Central Indiana: State health officials confirmed a case of measles in Central Indiana... http://t.co/OCvhkSszFG       ,0
545611357983617024,0.6666666666666666,3,-1,5.6e+17,LegiScanOK,104729708.0,None,0,730,1,78898,0,SB5 [Update] Schools; providing immunity from liability for education employees for use of reasonable force. Effe... http://t.co/HvOuNyHTff       ,0
451023806715269120,0.6666666666666666,3,-1,2e+17,MattyFanatic,25033858.0,None,0,6734,3638,9178,0,Austerity is not a Vaccine to Crisis... It is a Parasite with Pandemic Potential! It Drains Life  Killing Slowly! #OccupyDelaware      ,0
598479059165650944,0.6666666666666666,3,-1,5.21e+17,gnudd,31561600.0,None,1,139,1210,1930,0,20% of the incoming kindergarteners at Fairfax  Ca elementary school are not vaccinated. That's scary and it needs to stop. @RVSD #Marin      ,0
563135991062335488,0.3333333333333333,3,-1,4.72e+17,ColumbusCP,63964871.0,None,0,1501,11,197836,0,Ohio cases drive bad year for measles across U.S.: Measles cases have hit a 20-year high in the United States ... http://t.co/nexjn3zc9z      ,0
562521409977470978,0.6666666666666666,3,-1,5.59e+17,_____nate,82484131.0,BaetinaMango,0,317,310,9424,0,@BaetinaMango @stirratjay don't catch the measles guys       ,0
483995453336195073,0.6666666666666666,3,-1,5.61e+17,JohnBillingsley,31236444.0,None,0,2463,3881,24013,0,The real reason measles cases spiked in 2014: the Ohio Amish http://t.co/aK0SOHZfzC       ,0
68364230981726208,0.6666666666666666,3,-1,4.25e+17,LegiScanOK,104729708.0,None,0,730,1,78898,0,SB1911 [NEW] Public health; requiring county health departments to offer immunizations to certain persons. Effec... http://t.co/BL7ogBBqA1       ,0
566670429654224898,1.0,3,-1,5.57e+17,InfectiousPS,282749294.0,NBCNightlyNews,0,950,420,3154,0,@NBCNightlyNews @HallieJackson There is no debate among clinicians-measles vaccine is safe &amp; saves lives-thousands!       ,0
