tweet_id,agreement,num_labels,label,tweet_id.1,user_name,user_id,in_reply_to,retweet,friends,followers,status,verified,tweet,protected
177460208031907840,1.0,3,0,3.34e+17,LegiScanOK,104729708.0,None,0,730,1,78898,0,HB1622 [Update] Firearms; authorizing the carrying of handguns onto private school property; providing immunity f... http://t.co/yOIZOxk1oy       ,0
629710380378402816,0.6666666666666666,3,0,5.57e+17,timstep,49212495.0,ArtKellermannMD,0,396,945,3296,0,"“@ArtKellermannMD: latest Measles outbreak no surprise West LA preschools vax rates ""on par with Sudan"" http://t.co/yipCn0e8vY” #1989again       ",0
387187767593021440,0.6666666666666666,3,0,5.56e+17,Condordh,441471869.0,AmericaNewsroom,0,2746,5000,111922,0,@AmericaNewsroom are the measles outbreaks the result of unvaccinated illegal immigrants??-good investigating would reveal all!       ,0
564874646764650496,0.6666666666666666,3,0,5.04e+17,NewYorkCP,53932318.0,None,0,5571,53,398646,0,City Health Commissioner Offers School Vaccination Tips: With the start of the school year just around the... http://t.co/iS84CKxC9s       ,0
590862267786354688,1.0,3,0,5.7e+17,PhiladelphiaCP,57976284.0,None,0,4433,45,358611,0,CDC And State Health Officials Confirm Suspected Case Of Measles At Princeton University: Princeton University says… http://t.co/JCVTzgtLoC       ,0
562866299744043008,1.0,3,0,3.68e+17,FortWorthCP,64217534.0,None,0,1931,5,156283,0,Measles found in Tarrant County: A parent and child were diagnosed with the disease and officials are searching... http://t.co/KDChgkqHlF       ,0
520751497491914752,0.6666666666666666,3,0,4.58e+17,10queues,537123150.0,None,5,7755,28,6988,1,This is superb information: measles is a dangerous VACCINE PREVENTABLE disease - RT this and educate MAKE THIS VIRAL http://t.co/3sz1RPdBiQ       ,0
466993038209081344,1.0,3,0,5.92e+17,theamishpianist,2779215686.0,None,0,103,329,953,0,@TrunewsRadio: Religious vaccination exemptions wll completely end in Aus http://t.co/YNF5QbPLqV http://t.co/SdMG7SAn4U DEATH 2 ILLUMINATI       ,0
614789979475054592,0.6666666666666666,3,0,5.33e+17,LosAngelesCP,55218049.0,None,0,5649,24,342481,0,Health Smart; Experts Recommend HPV Vaccine for Pre-Teens: HPV is the most common STD. A new vaccine promises… http://t.co/O3z1G3MNN6       ,0
199998401776066560,0.6666666666666666,3,0,5.58e+17,BroncoHector85,94142945.0,None,0,1947,3236,54251,0,Very scary @GigiGraciette the measles       ,0
